year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1992,Chemistry,The Nobel Prize in Chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,1,277,Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,
1992,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",1,708,Individual,Gary S. Becker,1930-12-02,"Pottsville, PA",USA,male,University of Chicago,"Chicago, IL",USA,2014-05-03,"Chicago, IL",USA
1992,Literature,The Nobel Prize in Literature,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",1,669,Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,male,,,,2017-03-17,Gros-Islet,Saint Lucia
1992,Peace,The Nobel Peace Prize,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,1,554,Individual,Rigoberta Menchú Tum,1959-01-09,Aldea Chimel,Guatemala,female,,,,,,
1992,Physics,The Nobel Prize in Physics,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",1,142,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,male,École Supérieure de Physique et Chimie,Paris,France,2010-09-29,Paris,France
1992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,1/2,446,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,male,University of Washington,"Seattle, WA",USA,2021-08-27,"Seattle, WA",USA
1992,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,1/2,447,Individual,Edwin G. Krebs,1918-06-06,"Lansing, IA",USA,male,University of Washington,"Seattle, WA",USA,2009-12-21,"Seattle, WA",USA
1993,Chemistry,The Nobel Prize in Chemistry,for his invention of the polymerase chain reaction (PCR) method,1/2,278,Individual,Kary B. Mullis,1944-12-28,"Lenoir, NC",USA,male,,,,2019-08-07,"Newport Beach, CA",USA
1993,Chemistry,The Nobel Prize in Chemistry,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",1/2,279,Individual,Michael Smith,1932-04-26,Blackpool,United Kingdom,male,University of British Columbia,Vancouver,Canada,2000-10-04,Vancouver,Canada
1993,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,1/2,710,Individual,Douglass C. North,1920-11-05,"Cambridge, MA",USA,male,Washington University,"St. Louis, MO",USA,2015-11-23,"Benzonia, MI",USA
1993,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,1/2,709,Individual,Robert W. Fogel,1927-07-01,"New York, NY",USA,male,University of Chicago,"Chicago, IL",USA,2013-06-11,"Oak Lawn, IL",USA
1993,Literature,The Nobel Prize in Literature,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",1,670,Individual,Toni Morrison,1931-02-18,"Lorain, OH",USA,female,,,,2019-08-05,"New York, NY",USA
1993,Peace,The Nobel Peace Prize,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",1/2,556,Individual,Frederik Willem de Klerk,1936-03-18,Johannesburg,South Africa,male,,,,2021-11-11,Cape Town,South Africa
1993,Peace,The Nobel Peace Prize,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",1/2,555,Individual,Nelson Rolihlahla Mandela,1918-07-18,Qunu,South Africa,male,,,,2013-12-05,Johannesburg,South Africa
1993,Physics,The Nobel Prize in Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",1/2,144,Individual,Joseph H. Taylor Jr.,1941-03-29,"Philadelphia, PA",USA,male,Princeton University,"Princeton, NJ",USA,,,
1993,Physics,The Nobel Prize in Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",1/2,143,Individual,Russell A. Hulse,1950-11-28,"New York, NY",USA,male,Princeton University,"Princeton, NJ",USA,,,
1993,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of split genes,1/2,449,Individual,Phillip A. Sharp,1944-06-06,"Falmouth, KY",USA,male,"Massachusetts Institute of Technology (MIT), Center for Cancer Research","Cambridge, MA",USA,,,
1993,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of split genes,1/2,448,Individual,Richard J. Roberts,1943-09-06,Derby,United Kingdom,male,New England Biolabs,"Beverly, MA",USA,,,
1994,Chemistry,The Nobel Prize in Chemistry,for his contribution to carbocation chemistry,1,280,Individual,George A. Olah,1927-05-22,Budapest,Hungary,male,University of Southern California,"Los Angeles, CA",USA,2017-03-08,"Los Angeles, CA",USA
1994,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering analysis of equilibria in the theory of non-cooperative games,1/3,711,Individual,John C. Harsanyi,1920-05-29,Budapest,Hungary,male,University of California,"Berkeley, CA",USA,2000-08-09,"Berkeley, CA",USA
1994,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering analysis of equilibria in the theory of non-cooperative games,1/3,712,Individual,John F. Nash Jr.,1928-06-13,"Bluefield, WV",USA,male,Princeton University,"Princeton, NJ",USA,2015-05-23,"New Jersey, NJ",USA
1994,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering analysis of equilibria in the theory of non-cooperative games,1/3,713,Individual,Reinhard Selten,1930-10-05,Breslau,Germany,male,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,2016-08-23,Poznan,Poland
1994,Literature,The Nobel Prize in Literature,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",1,671,Individual,Kenzaburo Oe,1935-01-31,Uchiko,Japan,male,,,,2023-03-03,,
1994,Peace,The Nobel Peace Prize,for their efforts to create peace in the Middle East,1/3,558,Individual,Shimon Peres,1923-08-16,Vishneva,Poland,male,,,,2016-09-28,Tel Aviv,Israel
1994,Peace,The Nobel Peace Prize,for their efforts to create peace in the Middle East,1/3,557,Individual,Yasser Arafat,1929-08-24,Cairo,Egypt,male,,,,2004-11-11,Paris,France
1994,Peace,The Nobel Peace Prize,for their efforts to create peace in the Middle East,1/3,559,Individual,Yitzhak Rabin,1922-03-01,Jerusalem,British Mandate of Palestine,male,,,,1995-11-04,Tel Aviv,Israel
1994,Physics,The Nobel Prize in Physics,for the development of neutron spectroscopy,1/2,145,Individual,Bertram N. Brockhouse,1918-07-15,"Lethbridge, Alberta",Canada,male,McMaster University,"Hamilton, Ontario",Canada,2003-10-13,"Hamilton, Ontario",Canada
1994,Physics,The Nobel Prize in Physics,for the development of the neutron diffraction technique,1/2,146,Individual,Clifford G. Shull,1915-09-23,"Pittsburgh, PA",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,2001-03-31,"Medford, MA",USA
1994,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,1/2,450,Individual,Alfred G. Gilman,1941-07-01,"New Haven, CT",USA,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,2015-12-23,"Dallas, TX",USA
1994,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,1/2,451,Individual,Martin Rodbell,1925-12-01,"Baltimore, MD",USA,male,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",USA,1998-12-07,"Chapel Hill, NC",USA
1995,Chemistry,The Nobel Prize in Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1/3,283,Individual,F. Sherwood Rowland,1927-06-28,"Delaware, OH",USA,male,University of California,"Irvine, CA",USA,2012-03-10,"Corona del Mar, CA",USA
1995,Chemistry,The Nobel Prize in Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1/3,282,Individual,Mario J. Molina,1943-03-19,Mexico City,Mexico,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,2020-10-07,Mexico City,Mexico
1995,Chemistry,The Nobel Prize in Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1/3,281,Individual,Paul J. Crutzen,1933-12-03,Amsterdam,the Netherlands,male,Max-Planck-Institut für Chemie,Mainz,Germany,2021-01-28,Mainz,Germany
1995,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",1,714,Individual,Robert E. Lucas Jr.,1937-09-15,"Yakima, WA",USA,male,University of Chicago,"Chicago, IL",USA,,,
1995,Literature,The Nobel Prize in Literature,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",1,672,Individual,Seamus Heaney,1939-04-13,Casteldàwson,Northern Ireland,male,,,,2013-08-30,Dublin,Ireland
1995,Peace,The Nobel Peace Prize,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",1/2,560,Individual,Joseph Rotblat,1908-11-04,Warsaw,Russian Empire,male,,,,2005-08-31,London,United Kingdom
1995,Peace,The Nobel Peace Prize,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",1/2,561,Organization,Pugwash Conferences on Science and World Affairs,1957-01-01,Pugwash,Canada,,,,,,,
1995,Physics,The Nobel Prize in Physics,for the detection of the neutrino,1/2,148,Individual,Frederick Reines,1918-03-16,"Paterson, NJ",USA,male,University of California,"Irvine, CA",USA,1998-08-26,"Orange, CA",USA
1995,Physics,The Nobel Prize in Physics,for the discovery of the tau lepton,1/2,147,Individual,Martin L. Perl,1927-06-24,"New York, NY",USA,male,Stanford University,"Stanford, CA",USA,2014-09-30,"Palo Alto, CA",USA
1995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development,1/3,453,Individual,Christiane Nüsslein-Volhard,1942-10-20,Magdeburg,Germany,female,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Germany,,,
1995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development,1/3,452,Individual,Edward B. Lewis,1918-05-20,"Wilkes-Barre, PA",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,2004-07-21,"Pasadena, CA",USA
1995,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development,1/3,454,Individual,Eric F. Wieschaus,1947-06-08,"South Bend, IN",USA,male,Princeton University,"Princeton, NJ",USA,,,
1996,Chemistry,The Nobel Prize in Chemistry,for their discovery of fullerenes,1/3,286,Individual,Richard E. Smalley,1943-06-06,"Akron, OH",USA,male,Rice University,"Houston, TX",USA,2005-10-28,"Houston, TX",USA
1996,Chemistry,The Nobel Prize in Chemistry,for their discovery of fullerenes,1/3,284,Individual,Robert F. Curl Jr.,1933-08-23,"Alice, TX",USA,male,Rice University,"Houston, TX",USA,2022-07-03,"Houston, TX",USA
1996,Chemistry,The Nobel Prize in Chemistry,for their discovery of fullerenes,1/3,285,Individual,Sir Harold W. Kroto,1939-10-07,"Wisbech, Cambridgeshire ",United Kingdom,male,University of Sussex,Brighton,United Kingdom,2016-04-30,"Lewes, East Sussex",United Kingdom
1996,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their fundamental contributions to the economic theory of incentives under asymmetric information,1/2,715,Individual,James A. Mirrlees,1936-07-05,Minnigaff,Scotland,male,University of Cambridge,Cambridge,United Kingdom,2018-08-29,Cambridge,United Kingdom
1996,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their fundamental contributions to the economic theory of incentives under asymmetric information,1/2,716,Individual,William Vickrey,1914-06-21,"Victoria, BC",Canada,male,Columbia University,"New York, NY",USA,1996-10-11,"Harrison, NY",USA
1996,Literature,The Nobel Prize in Literature,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality,1,673,Individual,Wislawa Szymborska,1923-07-02,Bnin,Poland,female,,,,2012-02-01,Kraków,Poland
1996,Peace,The Nobel Peace Prize,for their work towards a just and peaceful solution to the conflict in East Timor,1/2,562,Individual,Carlos Filipe Ximenes Belo,1948-02-03,Wailacama,East Timor,male,,,,,,
1996,Peace,The Nobel Peace Prize,for their work towards a just and peaceful solution to the conflict in East Timor,1/2,563,Individual,José Ramos-Horta,1949-12-26,Dili,East Timor,male,,,,,,
